測定局コード,日付,時,SO2(ppm),NO(ppm),NO2(ppm),NOx(ppm),CO(ppm),Ox(ppm),NMHC(ppmC),CH4(ppmC),THC(ppmC),SPM(mg/m3),PM2.5(ug/m3),SP(mg/m3),WD(16Dir),WS(m/s),TEMP(℃),HUM(％)
13101010,2020/12/11,02,0.001,0.013,0.039,0.052,,0.001,,,,0.022,21,,WNW,0.6,9.9,71.1
13101010,2020/12/11,03,0.001,0.023,0.037,0.060,,0.001,,,,0.021,22,,WSW,0.3,9.5,72.8
13101010,2020/12/11,04,0.001,0.014,0.035,0.049,,0.001,,,,0.023,31,,NNW,0.3,9.1,75.5
13101010,2020/12/11,05,0.001,0.016,0.032,0.048,,0.001,,,,0.024,29,,CALM,0.1,8.6,74.7
13101010,2020/12/11,06,0.001,0.009,0.030,0.039,,0.001,,,,0.027,29,,CALM,0.1,8.8,75.7
13101010,2020/12/11,07,0.001,0.011,0.030,0.041,,0.001,,,,0.023,29,,CALM,0.2,8.6,76.8
13101010,2020/12/11,08,0.001,0.031,0.031,0.062,,0.002,,,,0.026,30,,NNW,0.3,8.8,76.4
13101010,2020/12/11,09,0.001,0.030,0.031,0.061,,0.004,,,,0.027,28,,NNW,0.5,9.2,74.6
13101010,2020/12/11,10,0.001,0.030,0.034,0.064,,0.007,,,,0.030,29,,NW,0.5,10.4,69.4
13101010,2020/12/11,11,0.001,0.023,0.038,0.061,,0.009,,,,0.028,37,,E,0.4,11.7,66.2
13101010,2020/12/11,12,0.001,0.018,0.040,0.058,,0.009,,,,0.033,34,,CALM,0.2,13.0,66.3
13101010,2020/12/11,13,0.001,0.008,0.029,0.037,,0.020,,,,0.016,23,,N,0.4,13.3,63.8
13101010,2020/12/11,14,0,0.004,0.025,0.029,,0.023,,,,0.017,18,,ENE,0.4,13.9,58.9
13101010,2020/12/11,15,0.001,0.003,0.027,0.030,,0.022,,,,0.017,15,,E,0.4,14.1,60.0
13101010,2020/12/11,16,0.002,0.002,0.028,0.030,,0.019,,,,0.018,16,,ENE,0.3,14.0,63.3
13101010,2020/12/11,17,0.002,0.002,0.030,0.032,,0.015,,,,0.014,15,,ENE,0.3,13.8,66.6
13101010,2020/12/11,18,0.002,0.002,0.032,0.034,,0.013,,,,0.013,15,,CALM,0.1,13.8,67.6
13101010,2020/12/11,19,0.001,0.001,0.033,0.034,,0.011,,,,0.015,17,,CALM,0.1,13.7,67.6
13101010,2020/12/11,20,0.001,0.001,0.033,0.034,,0.010,,,,0.019,23,,CALM,0.2,13.0,68.4
13101010,2020/12/11,21,0.001,0.001,0.032,0.033,,0.012,,,,0.025,23,,CALM,0.2,12.8,70.2
13101010,2020/12/11,22,0.001,0.001,0.030,0.031,,0.013,,,,0.028,19,,N,0.6,12.3,70.3
13101010,2020/12/11,23,0.001,0.001,0.031,0.032,,0.012,,,,0.011,12,,NNE,0.5,12.1,71.0
13101010,2020/12/11,24,0.001,0.001,0.029,0.030,,0.012,,,,0.025,18,,N,0.4,11.8,72.9
13101010,2020/12/12,01,0.001,0.002,0.036,0.038,,0.004,,,,0.034,29,,NNW,0.6,11.0,71.0
13101010,2020/12/12,02,0.001,0.001,0.032,0.033,,0.006,,,,0.028,29,,WNW,0.8,11.0,68.0
13101010,2020/12/12,03,0.001,0.001,0.028,0.029,,0.008,,,,0.028,29,,WNW,0.4,10.9,67.2
13101010,2020/12/12,04,0.001,0.001,0.027,0.028,,0.008,,,,0.030,29,,NW,0.7,10.8,66.0
13101010,2020/12/12,05,0.001,0.001,0.024,0.025,,0.008,,,,0.022,32,,WNW,0.5,10.6,66.3
13101010,2020/12/12,06,0.001,0.001,0.022,0.023,,0.009,,,,0.024,33,,NW,0.3,11.0,65.9
13101010,2020/12/12,07,0.001,0.002,0.027,0.029,,0.005,,,,0.029,32,,N,0.4,10.7,66.7
13101010,2020/12/12,08,0.001,0.009,0.028,0.037,,0.004,,,,0.032,33,,W,0.3,11.2,66.0
13101010,2020/12/12,09,0.001,0.014,0.029,0.043,,0.005,,,,0.036,34,,WNW,0.4,11.0,65.1
13101010,2020/12/12,10,0.001,0.018,0.029,0.047,,0.007,,,,0.035,35,,N,0.4,12.2,64.8
13101010,2020/12/12,11,0.001,0.018,0.030,0.048,,0.011,,,,0.034,36,,NNW,0.4,12.5,65.0
13101010,2020/12/12,12,0.001,0.011,0.026,0.037,,0.020,,,,0.021,28,,NW,0.4,13.7,65.2
13101010,2020/12/12,13,0.001,0.007,0.026,0.033,,0.025,,,,0.029,26,,CALM,0.2,14.7,59.5
13101010,2020/12/12,14,0.001,0.004,0.025,0.029,,0.028,,,,0.025,23,,N,0.6,14.4,57.2
13101010,2020/12/12,15,0.001,0.003,0.026,0.029,,0.030,,,,0.029,27,,N,0.3,14.7,57.0
13101010,2020/12/12,16,0.001,0.002,0.031,0.033,,0.024,,,,0.040,32,,N,0.8,14.1,56.3
13101010,2020/12/12,17,0.001,0.001,0.029,0.030,,0.024,,,,0.033,30,,NNE,0.3,14.1,56.5
13101010,2020/12/12,18,0.001,0.001,0.033,0.034,,0.019,,,,0.044,40,,E,0.3,13.8,58.0
13101010,2020/12/12,19,0.001,0.001,0.025,0.026,,0.023,,,,0.031,34,,E,0.7,13.0,69.9
13101010,2020/12/12,20,0,0,0.011,0.011,,0.031,,,,0.015,14,,ENE,0.4,12.3,75.5
13101010,2020/12/12,21,0,0,0.011,0.011,,0.030,,,,0.011,9,,ENE,0.5,12.0,73.5
13101010,2020/12/12,22,0,0,0.011,0.011,,0.029,,,,0.016,7,,ENE,0.7,11.7,72.1
